campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
CAMP_04870,Conversions,Facebook,Sidebar,Mobile,Android,Carousel,1080x1080,Long,True,Joy,68,35-44,Female,Gamers,$50K-$100K,Low,True,2025-08-15,3,Friday,23,16,6,1.28,14337,239,5,305.92,961.73,75.49,71,2.99,E-commerce,Low,1.667,1.28,2.092,61.18,3.14,655.81
CAMP_04871,Lead Generation,Google Ads,Search,Mobile,macOS,Image,1080x1080,Medium,True,Trust,29,35-44,Female,Business Professionals,$100K-$200K,High,False,2025-05-05,2,Monday,20,33,6,4.2,6015,141,10,592.2,5807.45,41.47,102,2.13,SaaS,Low,2.344,4.2,7.092,59.22,9.81,5215.25
CAMP_04872,Brand Awareness,Facebook,Display Network,Desktop,iOS,Interactive,728x90,Long,True,Trust,9,25-34,Female,Business Professionals,$50K-$100K,Medium,False,2024-02-17,1,Saturday,8,20,6,0.67,323047,6686,63,4479.62,15204.11,43.89,108,1.52,SaaS,Medium,2.07,0.67,0.942,71.11,3.39,10724.49
CAMP_04873,Brand Awareness,Facebook,Feed,Mobile,Windows,Image,1920x1080,Short,True,Neutral,18,45-54,Female,Students,>$200K,Medium,False,2024-10-15,4,Tuesday,5,36,6,3.86,51438,1171,14,4520.06,7269.54,51.53,49,1.98,SaaS,Medium,2.277,3.86,1.196,322.86,1.61,2749.48
CAMP_04874,Lead Generation,TikTok,Feed,Mobile,Android,Video,1920x1080,Short,True,Joy,18,55-64,Male,Shoppers,$100K-$200K,Medium,False,2024-02-25,1,Sunday,1,5,6,1.79,20663,266,1,476.14,634.35,58.15,114,3.14,SaaS,Medium,1.287,1.79,0.376,476.14,1.33,158.21
CAMP_04875,Lead Generation,TikTok,Feed,Mobile,iOS,Video,300x250,Medium,True,Joy,57,45-54,Female,Gamers,$100K-$200K,Medium,False,2024-10-25,4,Friday,18,18,7,0.57,465922,28437,886,16209.09,260064.0,63.0,24,1.68,E-commerce,High,6.103,0.57,3.116,18.29,16.04,243854.91
CAMP_04876,Conversions,LinkedIn,Stories,Mobile,Android,Image,1080x1080,Long,True,Trust,38,35-44,Male,Shoppers,$50K-$100K,High,False,2025-01-31,1,Friday,9,70,6,11.69,42475,427,20,4991.63,11623.85,35.93,91,2.52,Finance,Low,1.005,11.69,4.684,249.58,2.33,6632.22
CAMP_04877,Conversions,Google Ads,Sidebar,Desktop,macOS,Carousel,1920x1080,Long,True,Joy,27,18-24,Male,Health & Fitness,$50K-$100K,Low,False,2025-10-28,4,Tuesday,17,51,4,5.98,19228,1538,86,9197.24,13620.18,72.28,61,4.02,E-commerce,Medium,7.999,5.98,5.592,106.94,1.48,4422.94
CAMP_04878,Conversions,Instagram,Feed,Desktop,Android,Carousel,728x90,Short,False,Urgency,70,25-34,Male,Tech Enthusiasts,<$50K,Low,False,2025-05-14,2,Wednesday,4,89,3,2.24,136989,1718,15,3848.32,1269.71,60.26,66,2.26,Gaming,High,1.254,2.24,0.873,256.55,0.33,-2578.61
CAMP_04879,Lead Generation,LinkedIn,Search,Desktop,iOS,Interactive,728x90,Short,True,Curiosity,75,35-44,All,Students,$50K-$100K,Low,False,2025-04-09,2,Wednesday,12,46,2,6.28,500000,6247,160,39231.16,67979.01,63.38,73,2.03,SaaS,High,1.249,6.28,2.561,245.19,1.73,28747.85
CAMP_04880,Conversions,Google Ads,Feed,Desktop,iOS,Video,728x90,Short,True,Urgency,58,18-24,Male,Health & Fitness,$50K-$100K,Medium,False,2024-03-10,1,Sunday,23,47,7,7.08,5000,294,31,2081.52,13762.35,49.07,175,2.66,Education,Medium,5.88,7.08,10.544,67.15,6.61,11680.83
CAMP_04881,Lead Generation,TikTok,Search,Mobile,Windows,Carousel,1920x1080,Long,True,Joy,38,45-54,Male,Gamers,$50K-$100K,Medium,False,2024-05-05,2,Sunday,22,3,8,0.47,104064,2048,10,962.56,3345.56,46.84,73,2.92,SaaS,High,1.968,0.47,0.488,96.26,3.48,2383.0
CAMP_04882,Lead Generation,Google Ads,Feed,Tablet,Android,Text,1920x1080,Long,True,Joy,9,35-44,Male,Business Professionals,<$50K,Medium,False,2024-09-04,3,Wednesday,0,73,7,2.46,5000,48,0,118.08,0.0,78.44,25,1.0,E-commerce,Low,0.96,2.46,0.0,0.0,0.0,-118.08
CAMP_04883,Conversions,LinkedIn,Feed,Mobile,macOS,Text,728x90,Short,True,Fear,77,25-34,All,Gamers,$50K-$100K,Medium,False,2024-05-17,2,Friday,9,69,4,13.34,72099,703,9,9378.02,5407.78,70.23,93,2.53,SaaS,High,0.975,13.34,1.28,1042.0,0.58,-3970.24
CAMP_04884,Brand Awareness,Facebook,Feed,Mobile,Windows,Image,1080x1080,Medium,True,Trust,18,45-54,Male,Shoppers,>$200K,Medium,False,2025-04-24,2,Thursday,13,8,6,1.64,500000,9904,79,16242.56,45814.22,62.42,123,1.82,Healthcare,High,1.981,1.64,0.798,205.6,2.82,29571.66
CAMP_04885,Brand Awareness,Facebook,Display Network,Mobile,Android,Image,728x90,Medium,False,Fear,82,35-44,Male,Shoppers,$50K-$100K,Medium,False,2025-12-08,4,Monday,13,11,2,1.4,82888,483,4,676.2,2069.87,48.68,77,2.08,Finance,Medium,0.583,1.4,0.828,169.05,3.06,1393.67
CAMP_04886,App Installs,Twitter,Feed,Mobile,Windows,Image,320x50,Medium,True,Trust,65,25-34,All,Gamers,<$50K,High,False,2025-09-05,3,Friday,18,70,6,1.54,26218,430,3,662.2,513.52,64.72,51,4.44,SaaS,Medium,1.64,1.54,0.698,220.73,0.78,-148.68
CAMP_04887,Lead Generation,Facebook,Feed,Tablet,Android,Image,1920x1080,Medium,True,Neutral,87,25-34,Female,Health & Fitness,$100K-$200K,High,True,2024-01-13,1,Saturday,8,46,5,2.32,5585,85,3,197.2,979.6,37.21,157,3.36,E-commerce,Medium,1.522,2.32,3.529,65.73,4.97,782.4
CAMP_04888,Conversions,Google Ads,Feed,Mobile,macOS,Video,1080x1080,Short,True,Curiosity,37,18-24,Female,Students,>$200K,High,False,2025-01-07,1,Tuesday,16,38,7,2.36,66419,2118,140,4998.48,154752.92,43.4,76,4.31,Healthcare,Low,3.189,2.36,6.61,35.7,30.96,149754.44
CAMP_04889,Brand Awareness,Instagram,Sidebar,Desktop,Android,Carousel,300x250,Medium,True,Fear,32,65+,All,Business Professionals,$50K-$100K,Low,False,2025-10-03,4,Friday,13,54,5,2.79,11309,219,3,611.01,1260.64,66.56,90,2.93,SaaS,Medium,1.937,2.79,1.37,203.67,2.06,649.63
CAMP_04890,Conversions,Instagram,Search,Desktop,iOS,Carousel,1080x1080,Medium,False,Trust,54,45-54,Female,Tech Enthusiasts,$50K-$100K,High,False,2024-12-20,4,Friday,5,83,4,2.97,13485,208,11,617.76,8206.91,31.28,122,3.19,Healthcare,Medium,1.542,2.97,5.288,56.16,13.28,7589.15
CAMP_04891,Lead Generation,LinkedIn,Search,Mobile,Windows,Video,320x50,Short,True,Trust,27,35-44,Female,Gamers,$50K-$100K,Low,False,2025-08-25,3,Monday,7,36,7,7.64,75205,2617,43,19993.88,13508.01,86.23,121,3.33,E-commerce,Medium,3.48,7.64,1.643,464.97,0.68,-6485.87
CAMP_04892,Brand Awareness,Facebook,Search,Desktop,Windows,Image,1080x1080,Long,True,Joy,18,25-34,All,Students,<$50K,High,False,2024-09-11,3,Wednesday,3,2,7,0.91,196699,5195,198,4727.45,97730.93,14.28,217,5.27,SaaS,High,2.641,0.91,3.811,23.88,20.67,93003.48
CAMP_04893,Conversions,Google Ads,Feed,Tablet,Windows,Image,1920x1080,Short,True,Joy,48,45-54,Female,Students,<$50K,Medium,True,2026-01-06,1,Tuesday,21,29,8,3.96,54167,599,24,2372.04,2591.83,45.29,68,2.53,Gaming,Medium,1.106,3.96,4.007,98.84,1.09,219.79
CAMP_04894,Lead Generation,TikTok,Search,Mobile,macOS,Carousel,320x50,Short,True,Curiosity,56,35-44,All,Gamers,<$50K,High,True,2025-09-18,3,Thursday,16,3,8,1.11,9791,200,6,222.0,2243.99,50.97,209,4.46,Finance,Medium,2.043,1.11,3.0,37.0,10.11,2021.99
CAMP_04895,Lead Generation,Google Ads,Feed,Mobile,Android,Carousel,1080x1080,Medium,True,Trust,80,35-44,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-09-18,3,Thursday,11,47,5,7.83,83778,1162,30,9098.46,11810.25,41.57,99,2.74,SaaS,Medium,1.387,7.83,2.582,303.28,1.3,2711.79
CAMP_04896,Brand Awareness,Google Ads,Stories,Desktop,Android,Image,320x50,Short,True,Trust,38,45-54,Male,Gamers,<$50K,High,False,2024-04-29,2,Monday,18,77,7,5.2,5000,94,2,488.8,539.86,45.82,126,3.42,E-commerce,Low,1.88,5.2,2.128,244.4,1.1,51.06
CAMP_04897,Brand Awareness,Facebook,Search,Mobile,Android,Carousel,1080x1080,Medium,False,Urgency,53,18-24,Female,Tech Enthusiasts,>$200K,High,True,2025-09-06,3,Saturday,21,44,5,3.2,8715,51,0,163.2,0.0,43.16,101,4.3,Finance,Medium,0.585,3.2,0.0,0.0,0.0,-163.2
CAMP_04898,Lead Generation,Google Ads,Search,Mobile,macOS,Video,320x50,Long,False,Joy,89,45-54,All,Tech Enthusiasts,$100K-$200K,High,False,2024-06-21,2,Friday,13,20,3,5.45,9463,63,2,343.35,395.86,32.23,121,2.05,Gaming,Low,0.666,5.45,3.175,171.68,1.15,52.51
CAMP_04899,Brand Awareness,Google Ads,Feed,Mobile,Other,Video,1920x1080,Long,True,Joy,59,18-24,All,Business Professionals,$50K-$100K,Low,False,2025-08-29,3,Friday,0,34,9,1.31,72476,2795,20,3661.45,3112.13,67.16,10,4.44,E-commerce,Medium,3.856,1.31,0.716,183.07,0.85,-549.32
CAMP_04900,App Installs,Facebook,Feed,Mobile,Other,Video,1080x1080,Short,True,Urgency,63,55-64,All,Tech Enthusiasts,$50K-$100K,High,False,2025-10-29,4,Wednesday,9,46,7,1.36,11583,178,5,242.08,832.1,24.35,98,5.69,Education,Low,1.537,1.36,2.809,48.42,3.44,590.02
CAMP_04901,Brand Awareness,Google Ads,Display Network,Tablet,iOS,Video,1920x1080,Medium,True,Joy,48,25-34,All,Tech Enthusiasts,>$200K,Medium,False,2024-06-01,2,Saturday,23,6,6,3.95,82897,1850,32,7307.5,46405.28,46.09,204,3.42,Healthcare,Medium,2.232,3.95,1.73,228.36,6.35,39097.78
CAMP_04902,Lead Generation,Google Ads,Search,Mobile,Android,Carousel,1920x1080,Medium,True,Urgency,1,25-34,Male,Health & Fitness,$50K-$100K,High,False,2026-01-21,1,Wednesday,12,38,5,1.56,6495,198,11,308.88,5201.93,38.17,136,4.23,SaaS,High,3.048,1.56,5.556,28.08,16.84,4893.05
CAMP_04903,Brand Awareness,Google Ads,Feed,Mobile,Android,Story,1080x1080,Short,False,Fear,43,45-54,All,Health & Fitness,<$50K,Medium,False,2024-08-03,3,Saturday,1,82,5,7.18,23344,162,0,1163.16,0.0,66.78,79,3.09,Finance,Low,0.694,7.18,0.0,0.0,0.0,-1163.16
CAMP_04904,Lead Generation,Google Ads,Feed,Tablet,Android,Image,1920x1080,Medium,True,Neutral,1,18-24,All,Tech Enthusiasts,$50K-$100K,Medium,True,2025-11-29,4,Saturday,13,89,8,1.84,139600,2702,81,4971.68,64222.96,48.77,135,2.51,Finance,High,1.936,1.84,2.998,61.38,12.92,59251.28
CAMP_04905,App Installs,TikTok,In-Stream Video,Tablet,iOS,Interactive,728x90,Short,False,Trust,10,65+,Female,Tech Enthusiasts,<$50K,Low,False,2024-06-25,2,Tuesday,18,5,6,1.39,28681,550,0,764.5,0.0,61.18,106,2.8,E-commerce,Medium,1.918,1.39,0.0,0.0,0.0,-764.5
CAMP_04906,Brand Awareness,TikTok,Display Network,Desktop,iOS,Image,728x90,Short,False,Joy,6,45-54,Female,Gamers,$50K-$100K,High,True,2024-06-26,2,Wednesday,4,48,5,1.48,500000,10817,412,16009.16,68517.91,34.32,98,4.65,Education,Medium,2.163,1.48,3.809,38.86,4.28,52508.75
CAMP_04907,Engagement,Facebook,Sidebar,Mobile,Android,Video,728x90,Short,False,Joy,24,25-34,Female,Health & Fitness,$50K-$100K,Medium,False,2025-01-30,1,Thursday,5,59,8,1.6,255385,12274,66,19638.4,29261.18,62.05,177,2.56,SaaS,Medium,4.806,1.6,0.538,297.55,1.49,9622.78
CAMP_04908,Lead Generation,Facebook,Feed,Desktop,Android,Video,728x90,Medium,True,Urgency,70,55-64,All,Students,$50K-$100K,Low,True,2025-06-14,2,Saturday,10,51,7,2.01,61880,593,11,1191.93,6296.14,60.51,74,2.22,Finance,Medium,0.958,2.01,1.855,108.36,5.28,5104.21
CAMP_04909,Conversions,Google Ads,Stories,Mobile,Android,Carousel,1080x1080,Short,True,Fear,9,18-24,All,Students,$50K-$100K,Medium,False,2024-12-07,4,Saturday,13,17,6,4.28,72838,1384,16,5923.52,5735.19,71.58,10,1.68,Finance,Medium,1.9,4.28,1.156,370.22,0.97,-188.33
CAMP_04910,Lead Generation,Google Ads,Feed,Desktop,iOS,Carousel,1920x1080,Short,True,Urgency,33,18-24,All,Business Professionals,>$200K,Low,True,2025-01-19,1,Sunday,21,48,6,4.4,9112,419,16,1843.6,6637.83,62.47,68,2.48,E-commerce,Low,4.598,4.4,3.819,115.22,3.6,4794.23
CAMP_04911,App Installs,Google Ads,Search,Mobile,Windows,Video,1080x1080,Short,True,Neutral,15,25-34,Male,Students,$50K-$100K,Medium,False,2025-02-26,1,Wednesday,14,22,7,2.5,17034,662,16,1655.0,4095.71,61.81,134,2.27,E-commerce,Medium,3.886,2.5,2.417,103.44,2.47,2440.71
CAMP_04912,Conversions,Facebook,Feed,Mobile,Android,Image,1080x1080,Medium,True,Curiosity,38,18-24,Female,Gamers,>$200K,High,True,2024-10-14,4,Monday,20,55,10,1.51,52977,1601,155,2417.51,59669.71,29.9,134,4.99,Education,High,3.022,1.51,9.681,15.6,24.68,57252.2
CAMP_04913,Lead Generation,TikTok,Feed,Mobile,Windows,Interactive,728x90,Long,True,Neutral,8,45-54,Female,Students,$50K-$100K,Medium,True,2025-06-06,2,Friday,0,10,8,0.44,73300,2452,46,1078.88,34274.98,59.42,22,2.56,Healthcare,Low,3.345,0.44,1.876,23.45,31.77,33196.1
CAMP_04914,Brand Awareness,LinkedIn,Feed,Mobile,Android,Video,728x90,Medium,False,Joy,90,25-34,Male,Shoppers,$50K-$100K,Low,False,2025-01-19,1,Sunday,22,85,3,6.23,49727,408,0,2541.84,0.0,77.33,122,2.54,SaaS,Medium,0.82,6.23,0.0,0.0,0.0,-2541.84
CAMP_04915,Brand Awareness,Facebook,Search,Mobile,macOS,Text,728x90,Long,True,Urgency,71,35-44,Male,Students,<$50K,Medium,False,2024-11-28,4,Thursday,23,51,4,1.11,17579,140,1,155.4,385.91,36.8,90,2.35,SaaS,Medium,0.796,1.11,0.714,155.4,2.48,230.51
CAMP_04916,App Installs,Google Ads,Stories,Desktop,iOS,Video,320x50,Medium,True,Trust,10,45-54,Male,Tech Enthusiasts,>$200K,Medium,False,2024-05-01,2,Wednesday,3,57,6,6.16,20954,811,51,4995.76,46013.45,50.45,137,2.13,SaaS,Low,3.87,6.16,6.289,97.96,9.21,41017.69
CAMP_04917,Lead Generation,TikTok,Search,Mobile,iOS,Image,300x250,Long,True,Trust,18,18-24,All,Business Professionals,$50K-$100K,Medium,True,2025-12-24,4,Wednesday,9,1,9,1.96,30958,1478,18,2896.88,4993.85,66.48,106,2.24,SaaS,Medium,4.774,1.96,1.218,160.94,1.72,2096.97
CAMP_04918,Lead Generation,Facebook,In-Stream Video,Mobile,Windows,Image,1200x628,Long,True,Urgency,26,65+,All,Students,$100K-$200K,Medium,False,2024-08-10,3,Saturday,23,24,5,0.55,94807,849,21,466.95,7422.18,67.93,50,3.13,E-commerce,Medium,0.896,0.55,2.473,22.24,15.9,6955.23
CAMP_04919,Conversions,TikTok,Search,Mobile,macOS,Image,1920x1080,Medium,False,Joy,4,35-44,Female,Shoppers,$100K-$200K,Medium,False,2025-01-05,1,Sunday,0,49,6,0.57,85284,1117,7,636.69,5634.99,73.43,100,3.44,Healthcare,Medium,1.31,0.57,0.627,90.96,8.85,4998.3
CAMP_04920,Lead Generation,Facebook,Stories,Tablet,iOS,Video,320x50,Medium,True,Joy,41,18-24,All,Tech Enthusiasts,$50K-$100K,High,False,2024-09-17,3,Tuesday,21,86,6,1.21,5000,257,14,310.97,4578.89,36.96,112,4.68,Education,Medium,5.14,1.21,5.447,22.21,14.72,4267.92
CAMP_04921,Engagement,TikTok,Sidebar,Desktop,iOS,Video,1080x1080,Medium,True,Curiosity,72,35-44,Female,Gamers,$100K-$200K,High,False,2024-01-25,1,Thursday,16,46,5,1.37,93364,2298,164,3148.26,52430.01,10.0,187,6.42,SaaS,High,2.461,1.37,7.137,19.2,16.65,49281.75
CAMP_04922,Conversions,Twitter,Stories,Mobile,macOS,Carousel,1080x1080,Medium,False,Urgency,89,45-54,All,Health & Fitness,<$50K,Medium,False,2025-11-18,4,Tuesday,8,84,4,0.76,36203,711,11,540.36,1033.57,66.31,10,2.47,E-commerce,Medium,1.964,0.76,1.547,49.12,1.91,493.21
CAMP_04923,Conversions,Instagram,Feed,Mobile,iOS,Video,300x250,Short,True,Fear,82,55-64,Male,Students,<$50K,Medium,False,2024-11-15,4,Friday,13,53,4,3.01,500000,15062,606,45336.62,159021.45,68.96,10,2.21,E-commerce,High,3.012,3.01,4.023,74.81,3.51,113684.83
CAMP_04924,App Installs,Facebook,Sidebar,Desktop,Android,Image,1080x1080,Medium,True,Curiosity,5,45-54,Male,Gamers,$50K-$100K,Low,False,2024-03-03,1,Sunday,21,23,5,3.12,8637,179,2,558.48,1421.9,78.96,63,2.4,Healthcare,Low,2.072,3.12,1.117,279.24,2.55,863.42
CAMP_04925,Brand Awareness,Facebook,Feed,Mobile,macOS,Text,1080x1080,Medium,True,Joy,4,65+,Male,Students,<$50K,Low,True,2025-08-21,3,Thursday,21,81,8,0.65,38930,406,1,263.9,570.0,87.14,86,2.87,Healthcare,Medium,1.043,0.65,0.246,263.9,2.16,306.1
CAMP_04926,Lead Generation,Google Ads,Stories,Mobile,macOS,Text,1080x1080,Long,True,Trust,8,35-44,Female,Gamers,$100K-$200K,High,False,2024-07-10,3,Wednesday,10,82,5,5.22,27937,301,6,1571.22,2926.86,30.69,142,3.23,E-commerce,Low,1.077,5.22,1.993,261.87,1.86,1355.64
CAMP_04927,Lead Generation,Instagram,Feed,Desktop,Android,Video,728x90,Long,False,Fear,2,25-34,Male,Business Professionals,$50K-$100K,High,True,2024-01-17,1,Wednesday,13,20,5,2.34,149429,5725,1043,13396.5,214784.51,26.61,146,6.32,E-commerce,High,3.831,2.34,18.218,12.84,16.03,201388.01
CAMP_04928,Lead Generation,Facebook,Stories,Mobile,Other,Carousel,320x50,Short,True,Urgency,3,25-34,All,Business Professionals,$100K-$200K,Medium,True,2024-07-05,3,Friday,4,71,8,0.55,168286,6273,77,3450.15,35853.32,67.97,103,3.44,Finance,High,3.728,0.55,1.227,44.81,10.39,32403.17
CAMP_04929,Conversions,Google Ads,Search,Mobile,Windows,Image,1920x1080,Medium,True,Urgency,30,25-34,All,Shoppers,>$200K,High,False,2024-07-21,3,Sunday,17,42,5,4.7,20345,117,3,549.9,2046.03,49.31,105,4.42,SaaS,Low,0.575,4.7,2.564,183.3,3.72,1496.13
CAMP_04930,App Installs,Facebook,Feed,Mobile,iOS,Video,1200x628,Long,True,Neutral,7,45-54,Female,Gamers,<$50K,Low,False,2024-05-08,2,Wednesday,8,44,5,2.93,34071,588,7,1722.84,1853.11,90.0,37,2.88,Healthcare,Low,1.726,2.93,1.19,246.12,1.08,130.27
CAMP_04931,Lead Generation,Google Ads,Search,Mobile,Windows,Image,728x90,Long,True,Fear,44,18-24,Male,Business Professionals,$100K-$200K,Low,False,2025-05-28,2,Wednesday,8,79,5,5.01,74873,998,6,4999.98,2681.71,82.03,89,2.54,Healthcare,Low,1.333,5.01,0.601,833.33,0.54,-2318.27
CAMP_04932,Lead Generation,Facebook,Display Network,Mobile,Android,Video,1080x1080,Long,True,Curiosity,24,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2025-08-31,3,Sunday,18,51,9,1.3,136318,5350,84,6955.0,48092.93,36.24,149,3.69,Healthcare,Medium,3.925,1.3,1.57,82.8,6.91,41137.93
CAMP_04933,Engagement,LinkedIn,Feed,Mobile,Windows,Image,300x250,Short,True,Neutral,7,65+,Male,Tech Enthusiasts,$100K-$200K,High,False,2025-08-12,3,Tuesday,3,41,6,12.19,40314,507,28,6180.33,24404.68,12.94,209,6.07,SaaS,High,1.258,12.19,5.523,220.73,3.95,18224.35
CAMP_04934,Lead Generation,Facebook,Stories,Mobile,Other,Text,1200x628,Short,True,Joy,1,45-54,Female,Tech Enthusiasts,>$200K,Low,False,2024-10-14,4,Monday,13,34,6,1.81,112038,2395,46,4334.95,29724.26,85.28,70,1.85,SaaS,Medium,2.138,1.81,1.921,94.24,6.86,25389.31
CAMP_04935,Lead Generation,Google Ads,Feed,Mobile,iOS,Text,728x90,Short,True,Joy,30,25-34,All,Health & Fitness,<$50K,Low,True,2024-03-02,1,Saturday,14,42,8,2.3,51502,1080,21,2484.0,9992.89,72.31,83,1.58,Healthcare,Medium,2.097,2.3,1.944,118.29,4.02,7508.89
CAMP_04936,Lead Generation,Instagram,Display Network,Desktop,Windows,Carousel,1920x1080,Long,False,Neutral,64,45-54,All,Health & Fitness,<$50K,Medium,True,2024-06-13,2,Thursday,6,24,3,3.43,23807,278,22,953.54,4588.66,49.4,124,2.05,Healthcare,Medium,1.168,3.43,7.914,43.34,4.81,3635.12
CAMP_04937,App Installs,TikTok,Search,Tablet,Android,Image,1920x1080,Medium,True,Urgency,58,18-24,All,Students,$50K-$100K,Medium,False,2025-08-25,3,Monday,0,24,5,2.58,7637,107,1,276.06,289.57,44.18,175,1.78,Healthcare,Low,1.401,2.58,0.935,276.06,1.05,13.51
CAMP_04938,Conversions,Twitter,In-Stream Video,Mobile,Android,Story,728x90,Medium,False,Curiosity,61,35-44,Female,Tech Enthusiasts,>$200K,Medium,False,2024-09-07,3,Saturday,22,56,5,2.19,5166,42,0,91.98,0.0,69.36,59,2.14,Healthcare,Low,0.813,2.19,0.0,0.0,0.0,-91.98
CAMP_04939,Conversions,Facebook,Feed,Desktop,Windows,Image,300x250,Long,True,Curiosity,70,25-34,All,Gamers,$50K-$100K,Medium,True,2025-12-18,4,Thursday,21,52,6,1.15,8881,248,28,285.2,12816.12,54.2,136,3.56,SaaS,Medium,2.792,1.15,11.29,10.19,44.94,12530.92
CAMP_04940,Conversions,TikTok,Feed,Mobile,Windows,Image,1080x1080,Short,False,Joy,65,35-44,Female,Gamers,$50K-$100K,Low,False,2024-10-12,4,Saturday,23,22,4,1.2,81328,2560,71,3072.0,12696.09,73.13,112,2.83,E-commerce,Low,3.148,1.2,2.773,43.27,4.13,9624.09
CAMP_04941,Lead Generation,Facebook,Feed,Mobile,macOS,Text,1920x1080,Medium,True,Joy,90,35-44,Female,Health & Fitness,$50K-$100K,Medium,False,2025-09-18,3,Thursday,18,11,3,1.73,14419,53,0,91.69,0.0,76.0,64,2.84,SaaS,Medium,0.368,1.73,0.0,0.0,0.0,-91.69
CAMP_04942,Lead Generation,Google Ads,Feed,Mobile,macOS,Video,300x250,Medium,False,Trust,31,45-54,Male,Tech Enthusiasts,$100K-$200K,Low,False,2024-02-25,1,Sunday,7,56,7,3.33,110014,2772,24,9230.76,6981.27,62.31,104,1.66,Education,High,2.52,3.33,0.866,384.62,0.76,-2249.49
CAMP_04943,Conversions,Google Ads,Stories,Mobile,Windows,Video,1080x1080,Short,False,Urgency,62,55-64,All,Students,$50K-$100K,Medium,False,2024-05-26,2,Sunday,3,17,4,5.66,122618,1298,55,7346.68,3620.17,51.28,117,2.36,Gaming,Medium,1.059,5.66,4.237,133.58,0.49,-3726.51
CAMP_04944,Lead Generation,Facebook,Sidebar,Mobile,Android,Carousel,300x250,Medium,True,Urgency,40,45-54,All,Health & Fitness,<$50K,High,False,2024-12-25,4,Wednesday,10,14,7,2.08,55967,1611,76,3350.88,37364.85,31.0,139,3.58,SaaS,Medium,2.878,2.08,4.718,44.09,11.15,34013.97
CAMP_04945,Conversions,Google Ads,Stories,Mobile,Android,Text,728x90,Short,True,Urgency,66,25-34,All,Health & Fitness,>$200K,High,True,2025-03-22,1,Saturday,2,78,5,1.86,96243,300,12,558.0,10862.33,35.3,198,2.72,SaaS,High,0.312,1.86,4.0,46.5,19.47,10304.33
CAMP_04946,Engagement,Instagram,Sidebar,Desktop,Android,Video,1920x1080,Medium,True,Fear,11,45-54,All,Business Professionals,$50K-$100K,Medium,False,2025-09-25,3,Thursday,10,37,7,0.93,13055,674,22,626.82,15423.26,59.45,136,1.57,Healthcare,Medium,5.163,0.93,3.264,28.49,24.61,14796.44
CAMP_04947,Conversions,Google Ads,Feed,Mobile,Android,Carousel,1920x1080,Medium,False,Fear,52,18-24,All,Tech Enthusiasts,>$200K,Medium,False,2024-05-12,2,Sunday,15,63,4,5.11,33505,267,1,1364.37,677.23,57.48,117,2.76,Finance,Low,0.797,5.11,0.375,1364.37,0.5,-687.14
CAMP_04948,Conversions,Facebook,In-Stream Video,Mobile,Windows,Image,320x50,Short,True,Joy,61,45-54,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-08-05,3,Tuesday,3,22,5,1.5,18309,161,2,241.5,575.49,64.16,99,2.51,Healthcare,Low,0.879,1.5,1.242,120.75,2.38,333.99
CAMP_04949,Conversions,Facebook,Feed,Mobile,Windows,Carousel,728x90,Long,True,Joy,62,35-44,All,Tech Enthusiasts,<$50K,Low,True,2024-10-02,4,Wednesday,20,75,4,2.07,5964,125,3,258.75,810.01,56.98,44,2.03,Finance,Low,2.096,2.07,2.4,86.25,3.13,551.26
CAMP_04950,Conversions,Facebook,In-Stream Video,Mobile,Windows,Video,728x90,Medium,True,Trust,38,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-03-19,1,Wednesday,20,33,7,2.48,13130,596,25,1478.08,4650.95,44.72,39,2.49,SaaS,Low,4.539,2.48,4.195,59.12,3.15,3172.87
CAMP_04951,Lead Generation,LinkedIn,Feed,Desktop,Other,Story,300x250,Medium,False,Joy,87,35-44,All,Health & Fitness,$50K-$100K,High,False,2025-01-01,1,Wednesday,20,73,4,7.6,13152,255,24,1938.0,7406.17,35.8,163,4.04,Education,Medium,1.939,7.6,9.412,80.75,3.82,5468.17
CAMP_04952,Brand Awareness,Google Ads,In-Stream Video,Desktop,Android,Interactive,1080x1080,Short,True,Urgency,53,18-24,All,Health & Fitness,<$50K,Medium,False,2025-04-19,2,Saturday,7,64,6,1.58,226433,4417,63,6978.86,15535.97,52.3,68,3.25,Finance,High,1.951,1.58,1.426,110.78,2.23,8557.11
CAMP_04953,Lead Generation,TikTok,Feed,Mobile,Android,Image,300x250,Short,True,Urgency,80,45-54,All,Tech Enthusiasts,$50K-$100K,High,True,2025-06-25,2,Wednesday,1,62,6,2.14,27448,293,8,627.02,2424.18,58.07,104,4.2,E-commerce,Medium,1.067,2.14,2.73,78.38,3.87,1797.16
